show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,description_es
s8374,TV Show,The Jungle Book,,"Emma Tate, Jimmy Hibbert, Sam Gold, David Holt, Joseph J. Terry","India, Germany, France","May 11, 2019",2010,TV-Y7,1 Season,Kids' TV,"This animated series follows young Mowgli and his animal mentors Bagheera and Baloo, who do their best to protect him from fierce tiger Shere Khan.","Esta serie animada sigue a Young Mowgli y sus mentores de animales Bagheera y Baloo, quienes hacen todo lo posible para protegerlo del feroz Tiger Shere Khan."
s6579,Movie,Deadly Scholars,Danny J. Boyle,"Kennedy Lea Slocum, Corey Fogelmanis, Alexa Mansour, Peyton Clark, Sheryl Lee, Sherri Saum, Eric Stanton Betts, Paris Berelc, Pedro Correa, Alissa Latow",United States,"February 15, 2019",2018,TV-14,86 min,"Dramas, Thrillers","After a series of strange deaths, a high school reporter tries to pin down the killer who's targeting students eligible for a prestigious scholarship.","Después de una serie de muertes extrañas, un periodista de secundaria intenta precisar al asesino que está dirigido a los estudiantes elegibles para una beca prestigiosa."
s6969,Movie,Highly Strung,Scott Hicks,,Australia,"February 1, 2017",2015,TV-14,80 min,"Documentaries, International Movies, Music & Musicals","Fiery passions take center stage in this intimate look at the Australian String Quartet and, perhaps more vital, the priceless instruments they guard.","Las pasiones ardientes toman el centro del escenario en esta mirada íntima al cuarteto de cuerda australiano y, quizás más vital, los instrumentos invaluables que guardan."
s4388,TV Show,Vai Anitta,,Anitta,Brazil,"November 16, 2018",2018,TV-MA,1 Season,"Docuseries, International TV Shows, Reality TV","Go behind the scenes with Brazilian pop icon Anitta, along with her friends and family, as she aims to create a new song and music video each month.","Vaya detrás de escena con el ícono pop brasileño Anitta, junto con sus amigos y familiares, mientras su objetivo es crear una nueva canción y video musical cada mes."
s3214,Movie,Lagos Real Fake Life,Mike Ezuruonye,"Nonso Diobi, Mike Ezuruonye, Mercy Aigbe, Rex Nosa, Annie Macaulay Idibia, Ik Ogbonna, Nedu Wazobia, Uzee Usman, Odunlade Adekola, Mr Jollof, Efe Irele, Josh 2 Funny, Haillie Sumney, Emmanuella, MC Lively",,"November 29, 2019",2018,TV-MA,118 min,"Comedies, International Movies","Two mooching friends vie for the attention of wealthy, beautiful women only to discover that their lavish lifestyles are bogus.",Dos amigos mudos compiten por la atención de mujeres ricas y hermosas solo para descubrir que sus lujosos estilos de vida son falsos.
s8578,Movie,This Was Tomorrow,Wim Bonte,,Belgium,"December 15, 2015",2015,NR,77 min,"Documentaries, International Movies, Music & Musicals","The Tomorrowland music festival marks its 10th anniversary in Belgium, the U.S. and Brazil, with all the diverse excitement of the annual event.","El Festival de Música de Tomorrowland marca su décimo aniversario en Bélgica, Estados Unidos y Brasil, con toda la diversa emoción del evento anual."
s1006,Movie,Keymon and Nani in Space Adventure,,,,"April 20, 2021",2013,TV-Y,76 min,"Children & Family Movies, Comedies","For Rohan and his magical pal, Keymon, a trip to visit their grandmother turns into the rescue mission of a lifetime when she is kidnapped by aliens!","¡Para Rohan y su amigo mágico, Kymon, un viaje para visitar a su abuela se convierte en la misión de rescate de su vida cuando es secuestrada por extraterrestres!"
s8786,TV Show,YOM,,"Sairaj, Devyani Dagaonkar, Ketan Singh, Mayur Vyas, Ketan Kava",,"June 7, 2018",2016,TV-Y7,1 Season,Kids' TV,"With the mind of a human being, and the body of whichever animal he chooses to be, a young boy protects the world from danger.","Con la mente de un ser humano y el cuerpo de cualquier animal que elija ser, un niño protege al mundo del peligro."
s6337,Movie,Blood Father,Jean-François Richet,"Mel Gibson, Erin Moriarty, Diego Luna, Michael Parks, William H. Macy, Miguel Sandoval, Dale Dickey, Richard Cabral, Daniel Moncada, Ryan Dorsey",France,"March 26, 2020",2016,R,88 min,"Action & Adventure, International Movies",An ex-convict and estranged father finds the chance to prove himself when his daughter seeks his help shaking off a dangerous group of drug dealers.,Un ex padre convicto y separado encuentra la oportunidad de demostrar su valía cuando su hija busca su ayuda sacudiendo a un grupo peligroso de traficantes de drogas.
s8682,Movie,Vitti Dandu,Ganesh Kadam,"Dilip Prabhavalkar, Ashok Samarth, Yatin Karyekar, Nishant Bhavsar, Mrunal Thakur, Vikas Kadam, Utpal Sawant, Ravindra Mankani, Shubhankar Atre, Charudatta Bhagwat",India,"July 15, 2017",2014,TV-14,116 min,"Dramas, International Movies","In a remote village in colonial India, an old man and his grandson display strong differences in their attitudes toward the country's British rulers.","En una aldea remota de la India colonial, un anciano y su nieto muestran fuertes diferencias en sus actitudes hacia los gobernantes británicos del país."
s4354,TV Show,Death by Magic,,Drummond Money-Coutts,United States,"November 30, 2018",2018,TV-PG,1 Season,Reality TV,"Magician Drummond Money-Coutts travels the globe, sharing his infectious love of his craft and attempting feats that proved fatal to other magicians.","Magician Drummond Money Coutts viaja por el mundo, compartiendo su amor infeccioso por su oficio e intento de hazañas que resultó fatal para otros magos."
s4997,Movie,Bullet Head,"Paul Solet, Rick Benattar","Adrien Brody, John Malkovich, Rory Culkin, Antonio Banderas, Ori Pfeffer, Alexandra Dinu, Owen Davis, Deyan Petrov","Bulgaria, United States","March 7, 2018",2017,R,94 min,"International Movies, Thrillers","After a daring heist, three fugitives lock themselves in a warehouse hoping to evade the police, but find a worse threat as they fight to stay alive.","Después de un atraco atrevido, tres fugitivos se encerran en un almacén con la esperanza de evadir a la policía, pero encuentran una peor amenaza mientras luchan para mantenerse con vida."
s7913,Movie,S.W.A.T.,Clark Johnson,"Samuel L. Jackson, Colin Farrell, Michelle Rodriguez, LL Cool J, Josh Charles, Jeremy Renner, Brian Van Holt, Olivier Martinez, Reg E. Cathey, Larry Poindexter, Page Kennedy, Domenick Lombardozzi, James DuMont",United States,"January 1, 2021",2003,PG-13,117 min,Action & Adventure,"A veteran cop is tasked with drafting and training a special weapons and tactics team, who soon find themselves up against an international criminal.","Un policía veterano tiene la tarea de redactar y capacitar a un equipo especial de armas y tácticas, que pronto se enfrenta a un criminal internacional."
s7434,Movie,Medium,Jacek Koprowicz,"Władysław Kowalski, Michał Bajor, Jerzy Zelnik, Jerzy Stuhr, Grażyna Szapołowska, Jerzy Nowak, Ewa Dałkowska, Piotr Machalica, Zygmunt Zintel, Henryk Bista","Poland, West Germany","October 1, 2019",1985,TV-MA,90 min,"Horror Movies, International Movies, Thrillers","In 1930s Poland, a powerful psychic steers a group of strangers toward a fated convergence that ensures survival for one and annihilation for others.","En la década de 1930, Polonia, un poderoso psíquico dirige a un grupo de extraños hacia una convergencia predestinada que garantiza la supervivencia para uno y la aniquilación para los demás."
s1545,Movie,Grizzlies,Miranda de Pencier,"Ben Schnetzer, Emerald MacDonald, Booboo Stewart, Will Sasso, Paul Nutarariaq, Ricky Marty-Pahtaykan, Tantoo Cardinal, Eric Schweig",Canada,"December 15, 2020",2018,R,106 min,"Dramas, Independent Movies, Sports Movies",A group of disaffected students form an unlikely bond through the game of lacrosse when a new teacher introduces the sport to their remote Arctic town.,Un grupo de estudiantes descontentos forman un vínculo poco probable a través del juego de lacrosse cuando un nuevo maestro presenta el deporte a su remota ciudad del Ártico.
s4624,TV Show,Skylanders Academy,,"Justin Long, Ashley Tisdale, Jonathan Banks, Chris Diamantopoulos, Bobcat Goldthwait, Richard Steven Horvitz, Norm MacDonald, Daniel Middleton, Catherine O'Hara, Parker Posey, Jonny Rees, Jason Ritter, Susan Sarandon, Harland Williams, Daniel Wu, Dee Bradley Baker, Chris Cox, Jim Cummings, Felicia Day, John DiMaggio, Grey Griffin","South Korea, United States","September 28, 2018",2018,TV-Y7,3 Seasons,"Kids' TV, TV Comedies",Travel the vast Skylander universe in this animated series as a ragtag group of academy graduates build trust and heart in their fight against evil.,Viaje el vasto universo de Skylander en esta serie animada como un grupo de graduados de la Academia de trapos crea confianza y corazón en su lucha contra el mal.
s8403,Movie,The Longshots,Fred Durst,"Ice Cube, Keke Palmer, Tasha Smith, Jill Marie Jones, Dash Mihok, Matt Craven, Glenn Plummer, Garrett Morris, Miles Chandler, Malcolm Goodwin",United States,"January 30, 2019",2008,PG,95 min,"Comedies, Dramas, Sports Movies","When an 11-year-old girl becomes Pop Warner football's first female quarterback, she raises eyebrows – till she takes her team to the brink of glory.","Cuando una niña de 11 años se convierte en el primer mariscal de campo femenino del fútbol Pop Warner, levanta las cejas, hasta que lleva a su equipo al borde de la gloria."
s3937,TV Show,Derek,,"Ricky Gervais, Kerry Godliman, Karl Pilkington, David Earl, Kay Noone, Tim Barlow, Arthur Nightingale, Sheila Collings, Margaret Towner, Barry Martin, Prem Modgil, Blanche Williams, Ninette Finch, Brett Goldstein, Ruth Bratt, Holli Dempsey",United Kingdom,"April 5, 2019",2015,TV-MA,3 Seasons,"British TV Shows, International TV Shows, TV Comedies",Ricky Gervais created and stars in this heartwarming comedy-drama series as a loyal English nursing home caretaker who sees only the good in everyone.,Ricky Gervais creó y protagoniza esta conmovedora serie de comedia-drama como un fiel a los hogares de hogares de ancianos inglés que solo ve lo bueno en todos.
s2133,Movie,Project Power,"Henry Joost, Ariel Schulman","Jamie Foxx, Joseph Gordon-Levitt, Dominique Fishback, Rodrigo Santoro, Courtney B. Vance, Amy Landecker, Machine Gun Kelly, Tait Fletcher, Allen Maldonado, Andrene Ward-Hammond",United States,"August 14, 2020",2020,R,113 min,Action & Adventure,"An ex-soldier, a teen and a cop collide in New Orleans as they hunt for the source behind a dangerous new pill that grants users temporary superpowers.","Un ex soldado, un adolescente y un policía chocan en Nueva Orleans mientras buscan la fuente detrás de una nueva píldora peligrosa que otorga a los usuarios superpoderes temporales."
s322,TV Show,Two Fathers,,"Weber Yang, Lin Yo-Wei, Megan Lai, Amanda Chou, Lucia Xie, Cherry Leung",Taiwan,"August 3, 2021",2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","When two single guys learn a woman they both slept with disappeared after giving birth, they decide to raise her baby girl together as a family.","Cuando dos hombres solteros aprenden a una mujer con la que ambos se acostaron desaparecieron después de dar a luz, deciden criar a su bebé junta como familia."
s8222,Movie,The Boy,William Brent Bell,"Jim Norton, Rupert Evans, Ben Robson, Lauren Cohan, James Russell, Jett Klyne, Diana Hardcastle","United States, Canada, China","June 1, 2020",2016,PG-13,97 min,"Horror Movies, Independent Movies, Thrillers",A nanny is hired by a couple to look after their boy. She's shocked to learn that her charge is actually a doll that the couple treats like a human.,Una niñera es contratada por una pareja para cuidar a su hijo.Se sorprende al saber que su cargo es en realidad una muñeca que la pareja trata como un humano.
s24,Movie,Go! Go! Cory Carson: Chrissy Takes the Wheel,"Alex Woo, Stanley Moore","Maisie Benson, Paul Killam, Kerry Gudjohnsen, AC Lim",,"September 21, 2021",2021,TV-Y,61 min,Children & Family Movies,"From arcade games to sled days and hiccup cures, Cory Carson’s curious little sister Chrissy speeds off on her own for fun and adventure all over town!","¡Desde juegos de arcade hasta días de trineo y curas de hipo, la curiosa hermana pequeña de Cory Carson, Chrissy, se acelera por su cuenta por diversión y aventura en toda la ciudad!"
s4595,Movie,Naughty Jatts,Pankaj Batra,"Neeru Bajwa, Binnu Dhillon, Arya Babbar, Roshan Prince, B.N. Sharma, Karamjit Anmol, Harby Sangha",India,"October 1, 2018",2013,TV-PG,121 min,"Comedies, International Movies, Music & Musicals","When three different boys propose to a lively, strictly reared girl who yearns to be a performer, she agrees to marry the winner of a singing contest.","Cuando tres niños diferentes le proponen una niña animada y estrictamente criada que anhela ser una artista, ella acepta casarse con el ganador de un concurso de canto."
s7528,Movie,Murder Party,Jeremy Saulnier,"Alex Barnett, Macon Blair, Paul Goldblatt, Stacy Rock, William Lacey, Beau Sia, Skei Saulnier, Chris Sharp, Bill Tangradi",United States,"September 1, 2018",2007,NR,79 min,"Comedies, Cult Movies, Horror Movies","A mild-mannered office drone plucks a Halloween party invitation off the street and suddenly finds himself the main event at a ""murder party.""","Un dron de oficina moderno saca una invitación de la fiesta de Halloween de la calle y de repente se encuentra el evento principal en una ""fiesta de asesinato""."
s3481,Movie,TUNA GIRL,Mana Yasuda,"Fuka Koshiba, Tom Fujita, Hidetoshi Hoshida, Hiroto Kanai, Ryosuke Yusa, Shuri Tanaka, Chal Inoue, Takashi Taniguchi, Takeshi Masu",Japan,"September 28, 2019",2019,TV-PG,90 min,"Dramas, International Movies",A clumsy but cheerful fisheries student struggles to find her place at a research institute renowned for its tuna cultivation. The work isn't easy.,Un estudiante pesquero torpe pero alegre lucha por encontrar su lugar en un instituto de investigación famoso por su cultivo de atún.El trabajo no es fácil.
s2317,Movie,The Silence of Others,"Almudena Carracedo, Robert Bahar",,"Spain, France, Canada, United States","July 1, 2020",2019,TV-14,96 min,"Documentaries, International Movies","Filmed over six years, this documentary captures the struggles of victims who suffered abuse under Gen. Francisco Franco's regime as they seek justice.","Filmado durante seis años, este documental captura las luchas de las víctimas que sufrieron abusos bajo el régimen del general Francisco Franco mientras buscan justicia."
s497,Movie,Brick Mansions,Camille Delamarre,"Paul Walker, David Belle, RZA, Gouchy Boy, Catalina Denis, Ayisha Issa, Carlo Rota, Andreas Apergis, Richard Zeman, Robert Maillet","France, Canada, United States, Spain","July 7, 2021",2014,PG-13,90 min,"Action & Adventure, International Movies",An undercover police detective partners with an ex-convict to take down a drug kingpin amid grime and crime in a walled-off Detroit housing project.,Un detective de la policía encubierto se asocia con un ex convicto para derribar a un capo de drogas en medio de mugre y crimen en un proyecto de vivienda de Detroit amurallado.
s1323,Movie,Growing up and other problems,Clara Martínez-Lázaro,"Silvia Alonso, Bárbara Goenaga, María Esteve, Vito Sanz, Francesco Carril",Spain,"February 11, 2021",2018,TV-14,91 min,"Comedies, Dramas, International Movies",A 30-something woman without a steady partner or income samples stability when her pregnant best friend asks her to be the godmother of her child.,Una mujer de 30 y tantos años sin una pareja estable o estabilidad de muestras de ingresos cuando su mejor amiga embarazada le pide que sea la madrina de su hijo.
s7221,Movie,Knowing,Alex Proyas,"Nicolas Cage, Chandler Canterbury, Rose Byrne, Lara Robinson, D.G. Maloney, Nadia Townsend, Alan Hopgood, Adrienne Pickering","United States, United Kingdom, Australia","October 1, 2019",2009,PG-13,121 min,"Sci-Fi & Fantasy, Thrillers",An MIT astrophysics professor and his son unearth a string of numbers from a time capsule that seem to reveal a cataclysm that will wipe out humanity.,Un profesor de astrofísica del MIT y su hijo descubren una serie de números de una cápsula del tiempo que parece revelar un cataclismo que eliminará a la humanidad.
s6606,Movie,Di Renjie zhi Sidatianwang,Hark Tsui,"Mark Chao, Feng Shaofeng, Kenny Lin, Carina Lau, Ethan Juan, Sandra Ma","China, Hong Kong","February 6, 2019",2018,TV-14,132 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy","Framed by an empress who plans to steal a dragon-taming mace, imperial magistrate Dee Renjie soon uncovers a greater plot that threatens the kingdom.","Enmarcado por una emperatriz que planea robar una maza que domina el dragón, el magistrado imperial Dee Renjie pronto descubre un complot mayor que amenaza el reino."
s4336,Movie,Chal Bhaag,Prakash Balwant Saini,"Deepak Dobriyal, Tarun Bajaj, Keeya Khanna, Varun Mehra, Sanjay Mishra, Yashpal Sharma, Mukesh Tiwari, Atul Srivastava, Manish Khanna, Kunwar Aziz",India,"December 1, 2018",2014,TV-14,110 min,"Comedies, Dramas, International Movies",Three petty criminals find themselves in a pickle when police wrongly charge them with the murder of an important politician.,Tres delincuentes menores se encuentran en un pepinillo cuando la policía les acusa erróneamente el asesinato de un político importante.
s5647,Movie,Jen Kirkman: Just Keep Livin’?,Lance Bangs,Jen Kirkman,United States,"January 3, 2017",2017,TV-MA,69 min,Stand-Up Comedy,"Incisive comic Jen Kirkman gets real about women's bodies, the value of alone time and an Italian private tour guide who may have been a ghost.","El cómico incisivo Jen Kirkman se vuelve real sobre los cuerpos de las mujeres, el valor del tiempo solo y un guía turístico privado italiano que puede haber sido un fantasma."
s6396,Movie,Butterfield 8,Daniel Mann,"Elizabeth Taylor, Laurence Harvey, Eddie Fisher, Dina Merrill, Mildred Dunnock, Betty Field, Jeffrey Lynn, Susan Oliver",United States,"November 1, 2019",1960,TV-14,108 min,"Classic Movies, Dramas, Romantic Movies","Elizabeth Taylor won an Oscar as Gloria Wandrous, a stylish call girl who yearns to go straight, especially after she thinks she's found Mr. Right.","Elizabeth Taylor ganó un Oscar como Gloria Wandrous, una llamada elegante que anhela ir directamente, especialmente después de que cree que ha encontrado al Sr. Right."
s1176,Movie,Philomena,Stephen Frears,"Judi Dench, Steve Coogan, Sophie Kennedy Clark, Mare Winningham, Barbara Jefford, Ruth McCabe, Peter Hermann, Sean Mahon, Anna Maxwell Martin, Michelle Fairley, Kate Fleetwood","United Kingdom, United States, France","March 22, 2021",2013,PG-13,98 min,"Dramas, Independent Movies, International Movies",A kind-hearted Irishwoman teams with an acerbic journalist to find the son she was forced to give up for adoption 50 years ago.,Una amable mujer irlandesa de buen corazón se une a un periodista mortal para encontrar al hijo que se vio obligada a renunciar a la adopción hace 50 años.
s94,Movie,JJ+E,Alexis Almström,"Elsa Öhrn, Mustapha Aarab, Jonay Pineda Skallak, Magnus Krepper, Loreen, Albin Grenholm, Simon Mezher, Elsa Bergström Terent, Josef Kadim, Yohannes Frezgi",,"September 8, 2021",2021,TV-MA,91 min,"Dramas, International Movies, Romantic Movies","Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?","Elisabeth y John-John viven en la misma ciudad, pero habitan en diferentes mundos.¿Puede un primer amor apasionado romper las barreras de clase y culturales?"
s4326,Movie,RUSSELL BRAND: RE:BIRTH,Chris Howe,Russell Brand,,"December 4, 2018",2018,TV-MA,63 min,Stand-Up Comedy,Russell Brand gets loquacious in London as he ruminates on the state of the world and marvels over how his life changed the moment he became a father.,Russell Brand se vuelve locuaz en Londres mientras se reflexiona en el estado del mundo y se maravilla de cómo su vida cambió en el momento en que se convirtió en padre.
s6351,Movie,Bobby,Raj Kapoor,"Rishi Kapoor, Dimple Kapadia, Pran, Prem Nath, Sonia Sahni, Durga Khote, Aruna Irani, Prem Chopra, Farida Jalal",India,"December 31, 2019",1973,TV-14,168 min,"Classic Movies, Dramas, International Movies","Raj, the son of strict, wealthy parents, falls in love with Bobby, the daughter of a poor Christian fisherman – a romance his parents oppose.","Raj, el hijo de padres estrictos y ricos, se enamora de Bobby, la hija de un pobre pescador cristiano, un romance que sus padres se oponen."
s5222,TV Show,West Coast Customs,,"Ryan Friedlinghaus, Hunter Clancey",United States,"October 15, 2017",2015,TV-G,6 Seasons,"Docuseries, Reality TV","West Coast Customs, a mecca for well-heeled car lovers, stars as their team creates some of the most luxurious, outrageous vehicles on the planet.","West Coast Customs, una meca para los amantes de los automóviles adinerados, está protagonizada por su equipo crea algunos de los vehículos más lujosos e escandalosos del planeta."
s1741,TV Show,Love & Anarchy,,"Ida Engvoll, Björn Mosten, Carla Sehn, Reine Brynolfsson, Gizem Erdogan, Björn Kjellman, Ruben Lopez, Johannes Kuhnke, Elsa Agemalm Reiland, Benjamin Shaps, Disa Östrand, Ejke Blomberg, Lars Väringer",Sweden,"November 4, 2020",2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",A married consultant and a young IT tech kick off a flirty game that challenges societal norms — and leads them to re-evaluate their entire lives.,"Un consultor casado y un joven técnico de TI inician un juego coqueto que desafía las normas sociales, y las lleva a reevaluar toda su vida."
s7230,Movie,Krish Trish and Baltiboy: Comics of India,Tilak Shetty,"Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal",,"September 8, 2017",2012,TV-Y7,61 min,Children & Family Movies,"In three comic-strip-style tales, a boy tries to sell wisdom, a demon is released from captivity, and a king assigns impossible tasks to his minister.","En tres cuentos de estilo cómico, un niño intenta vender sabiduría, un demonio se libera del cautiverio y un rey asigna tareas imposibles a su ministro."
s1314,TV Show,Buried by the Bernards,,,United States,"February 12, 2021",2021,TV-14,1 Season,Reality TV,"In this reality series, the bickering but big-hearted Bernards manage their budget-friendly funeral home while helping grieving families say farewell.","En esta serie de la realidad, los Bickering pero Bergy Bernards manejan su funeraria económica mientras ayudan a las familias afligidas a decir despedida."
s4463,Movie,The Untold Tales of Armistead Maupin,Jennifer M. Kroot,"Armistead Maupin, Neil Gaiman, Laura Linney, Ian McKellen, Amy Tan, Margaret Cho, Jonathan Groff, Amanda Palmer",United States,"November 1, 2018",2017,TV-MA,91 min,"Documentaries, LGBTQ Movies","This documentary traces the life of ""Tales of the City"" author Armistead Maupin, from his conservative roots to his rise as an LGBTQ champion.","Este documental rastrea la vida del autor de ""Tales of the City"" Armistead Maupin, desde sus raíces conservadoras hasta su ascenso como campeón LGBTQ."
s7034,TV Show,Hyori's Bed & Breakfast,,"Hyo-ri Lee, Sang-soon Lee, Ji-eun Lee",,"March 29, 2018",2018,TV-14,2 Seasons,"International TV Shows, Korean TV Shows, Reality TV","K-pop diva Lee Hyo-ri and her husband open up their home on the beautiful Jeju Island to welcome travelers for free stays, meals and late-night chats.","K-pop Diva Lee Hyo-Ri y su esposo abren su casa en la hermosa isla Jeju para dar la bienvenida a los viajeros para estadías gratuitas, comidas y chats nocturnos."
s361,Movie,Valentine's Day,Garry Marshall,"Jessica Alba, Kathy Bates, Jessica Biel, Bradley Cooper, Eric Dane, Patrick Dempsey, Hector Elizondo, Jamie Foxx, Jennifer Garner, Topher Grace, Anne Hathaway, Ashton Kutcher, Queen Latifah, Taylor Lautner, George Lopez, Shirley MacLaine, Emma Roberts, Julia Roberts, Taylor Swift",United States,"August 1, 2021",2010,PG-13,125 min,"Comedies, Romantic Movies",The tripwires of modern love are exposed in a carousel involving relationships and the single life on the most romantic day of the year: February 14.,Los cables de viaje del amor moderno están expuestos en un carrusel que involucra relaciones y la vida única en el día más romántico del año: 14 de febrero.
s6126,Movie,Alpha and Omega: The Legend of the Saw Tooth Cave,Richard Rich,"Debi Derryberry, Ben Diskin, Kate Higgins, Lindsay Torrance, Larry Thomas, Bill Lader, Cindy Robinson","United States, India","January 1, 2020",2014,TV-Y7,45 min,Children & Family Movies,"When a wolf pup named Runt sneaks off to explore a mysterious cave, he meets and befriends a wolf driven from her pack because she's blind.","Cuando un cachorro de lobo llamado Runt se escabulle para explorar una misteriosa cueva, se encuentra y se hace amigo de un lobo expulsado de su mochila porque es ciega."
s3013,TV Show,Nailed It! Germany,,"Angelina Kirsch, Bernd Siefert",Germany,"January 17, 2020",2020,TV-14,1 Season,"International TV Shows, Reality TV","Home cooks try – and inevitably fail – to re-create spectacular confections on this comical competition show, all for a sweet 5,000 euros.","Los cocineros caseros intentan, e inevitablemente fallan, recrear dulces espectaculares en este espectáculo de competencia cómica, todo por un dulce 5,000 euros."
s7290,Movie,LEGO House - Home of the Brick,"Anders Falck, Stinus Morell Vithner",Bjarke Ingels,,"June 15, 2018",2018,TV-G,48 min,"Documentaries, International Movies","In Billund, Denmark, a nearly 130,000-square-foot house is constructed with 25 million Lego bricks, capturing the awe of kids of all ages.","En Billund, Dinamarca, una casa de casi 130,000 pies cuadrados está construida con 25 millones de ladrillos LEGO, capturando el asombro de niños de todas las edades."
s6567,Movie,Dark Places,Gilles Paquet-Brenner,"Charlize Theron, Nicholas Hoult, Chloë Grace Moretz, Tye Sheridan, Sterling Jerins, Corey Stoll, Christina Hendricks, Drea de Matteo, Sean Bridgers, Andrea Roth","United States, United Kingdom, France","July 26, 2018",2015,R,113 min,"Dramas, International Movies, Thrillers","Years after surviving a brutal crime as a child, Libby Day comes to believe that the brother she testified against for committing it may be innocent.","Años después de sobrevivir a un crimen brutal cuando era niño, Libby Day llega a creer que el hermano con el que testificó por cometerlo puede ser inocente."
s4032,Movie,Hajwala 2: Mysterious Mission,"Ibrahim Bin Mohamed, Hasan Aljaberi","Hussain Al Hosani, Ali Almarzouqi, Abdullah Al Yousef, Omar Al Hafidh, Meral Niazi, Yaser Hassan, Fatema Almansoori, Ahmed El Mohammdi",United Arab Emirates,"March 8, 2019",2018,TV-14,116 min,"Action & Adventure, Comedies, International Movies","In this sequel, a group of expert drivers skilled in drifting and high-speed racing is recruited to perform obscure tasks for a shadowy gang.","En esta secuela, se recluta un grupo de pilotos expertos expertos en la deriva y las carreras de alta velocidad para realizar tareas oscuras para una pandilla sombría."
s34,TV Show,Squid Game,,"Lee Jung-jae, Park Hae-soo, Wi Ha-jun, Oh Young-soo, Jung Ho-yeon, Heo Sung-tae, Kim Joo-ryoung, Tripathi Anupam, You Seong-joo, Lee You-mi",,"September 17, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers","Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits — with deadly high stakes.","Cientos de jugadores con problemas de liquidez aceptan una extraña invitación para competir en los juegos infantiles.En el interior, espera un premio tentador, con estacas mortales."
s3333,Movie,Christmas Survival,James Dearden,"Julian Ovenden, Gemma Whelan, Joely Richardson, Michael Landes, Sally Phillips, Patricia Hodge, Ronni Ancona, James Fox, Sophie Simnett, Jade Ma",United Kingdom,"November 1, 2019",2018,TV-MA,101 min,Comedies,"With Christmas just around the corner, sisters Miranda and Lyla bring their families to their childhood home, where rivalries don't take a holiday.","Con la Navidad a la vuelta de la esquina, las hermanas Miranda y Lyla traen a sus familias a su casa de la infancia, donde las rivalidades no se toman unas vacaciones."
s1011,Movie,Rudra: The Rise of King Pharaoh,,"Shailendra Pandey, Rohan, Mukesh Pandey, Bhakti, Shalini, Ghanshyam Shukla, Sabina Malik",,"April 20, 2021",2019,TV-Y7,91 min,Children & Family Movies,"When a malicious, resurrected mummy begins to steal the energy of young people in Mumbai, kid magician Rudra must use his special powers to stop him.","Cuando una momia maliciosa y resucitada comienza a robar la energía de los jóvenes en Mumbai, el mago de los niños Rudra debe usar sus poderes especiales para detenerlo."
s5165,Movie,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",Chris Smith,Jim Carrey,"Canada, United States","November 17, 2017",2017,TV-MA,94 min,Documentaries,"Through the lens of his stunningly immersive performance as Andy Kaufman, Jim Carrey ponders the meaning of life, reality, identity and career.","A través de la lente de su actuación asombrosamente inmersiva como Andy Kaufman, Jim Carrey reflexiona sobre el significado de la vida, la realidad, la identidad y la carrera."
s7984,Movie,"Septiembre, un llanto en silencio",Kenneth Müller,"Saúl Lisazo, Mario Zaragoza, Juan Pablo Olyslager, Costanza Andrade",Guatemala,"March 10, 2018",2017,TV-MA,69 min,"Dramas, Independent Movies, International Movies","After a terrorist attack in Guatemala, a baby is rendered deaf and motherless and her father is left to raise her alone.","Después de un ataque terrorista en Guatemala, un bebé queda sordo y sin madre y su padre se queda para criarla sola."
s2848,Movie,Freaks,"Adam B. Stein, Zach Lipovsky","Emile Hirsch, Bruce Dern, Lexy Kolker, Grace Park, Amanda Crew, Aleks Paunovic, Michelle Harrison","United States, Canada","March 3, 2020",2018,R,105 min,"Independent Movies, Sci-Fi & Fantasy, Thrillers","Hidden away by her eccentric father, a mysterious young girl uncovers frightening truths when she starts to make contact with the outside world.","Escondida por su excéntrico padre, una joven misteriosa descubre verdades aterradoras cuando comienza a ponerse en contacto con el mundo exterior."
s8354,TV Show,The Hunt,,David Attenborough,United Kingdom,"May 14, 2017",2015,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV","Witness some of the most riveting showdowns in the animal kingdom as cameras capture leopards, polar bears and other predators targeting their prey.","Sea testigo de algunos de los enfrentamientos más fascinantes en el reino animal mientras las cámaras capturan leopardos, osos polares y otros depredadores que se dirigen a su presa."
